age,monthly_income,monthly_expenses,existing_savings,employment_status,num_dependents,location_type,digital_savviness,has_bank_account,has_ewallet,savings_goal,risk_tolerance,investment_horizon,recommended_product
24,43974.48,37063.07,12569.02,Self-employed,0,Urban,3,0,1,Education,Conservative,Medium-term,bpi_save_up
52,28853.29,25660.16,34362.75,Employed,3,Rural,4,1,1,General Savings,Conservative,Medium-term,maya_personal_goals
27,60650.27,43580.18,85686.93,Employed,2,Urban,3,0,1,Travel,Conservative,Medium-term,bpi_time_deposit
22,24060.52,17786.25,19292.43,Employed,0,Rural,5,1,1,Emergency Fund,Conservative,Short-term,maya_savings
31,17473.11,13082.86,48302.91,Self-employed,2,Rural,3,1,0,Business Capital,Conservative,Medium-term,bpi_save_up
53,9063.02,6299.93,12410.51,Student,3,Urban,3,0,1,Travel,Moderate,Medium-term,maya_personal_goals
21,5590.92,4724.9,0.0,Student,0,Rural,3,0,1,Education,Conservative,Medium-term,gcash_gsave
57,14974.77,11488.74,16123.92,Self-employed,0,Urban,2,1,1,Home/Property,Conservative,Medium-term,bpi_save_up
30,43295.08,38110.51,17428.06,Employed,2,Rural,3,0,1,Education,Moderate,Medium-term,maya_personal_goals
41,31944.31,29334.78,0.0,Employed,3,Urban,2,1,1,Education,Moderate,Medium-term,bpi_save_up
38,52242.5,47637.34,0.0,Employed,1,Rural,3,1,0,Emergency Fund,Aggressive,Short-term,maya_savings
22,3839.95,3245.8,0.0,Student,1,Urban,4,0,1,Education,Aggressive,Long-term,gcash_ginvest
40,39846.77,28720.23,18699.11,Self-employed,3,Urban,2,1,0,Business Capital,Moderate,Long-term,gcash_ginvest
26,3210.66,2993.11,0.0,Unemployed,3,Urban,3,1,1,Education,Moderate,Medium-term,maya_personal_goals
39,27402.34,19235.49,11175.22,Employed,1,Urban,5,0,1,Education,Moderate,Medium-term,maya_personal_goals
30,13657.95,12322.0,5889.48,Self-employed,2,Rural,4,0,1,Home/Property,Moderate,Long-term,maya_personal_goals
20,5231.18,4026.83,9091.66,Student,0,Rural,5,0,1,General Savings,Conservative,Medium-term,gcash_gsave
23,2285.92,1797.9,5091.96,Self-employed,0,Rural,1,0,0,Emergency Fund,Moderate,Medium-term,maya_savings
54,1714.67,1444.25,5428.03,Unemployed,2,Urban,1,0,0,General Savings,Conservative,Medium-term,bpi_save_up
23,13393.58,11390.57,8195.04,Employed,0,Urban,4,0,1,Education,Conservative,Medium-term,gcash_gsave
56,24495.69,21990.46,20252.04,Employed,3,Metro Manila,4,1,1,Education,Conservative,Long-term,maya_personal_goals
33,47481.78,25880.02,117976.02,Self-employed,0,Rural,4,0,0,Travel,Moderate,Medium-term,maya_personal_goals
21,4923.01,3321.67,23474.43,Student,0,Rural,4,0,0,Emergency Fund,Conservative,Long-term,maya_savings
25,36973.52,33729.13,15368.53,Employed,1,Urban,3,1,1,General Savings,Aggressive,Medium-term,bpi_save_up
28,25443.14,18454.6,9726.58,Employed,2,Metro Manila,5,1,1,General Savings,Aggressive,Short-term,gcash_gsave
34,53608.73,38467.17,44433.61,Employed,0,Urban,4,1,0,Home/Property,Moderate,Medium-term,bpi_save_up
25,5428.54,5281.25,1577.43,Self-employed,3,Rural,2,1,1,Education,Moderate,Long-term,gcash_gsave
34,54717.58,49630.44,24410.2,Employed,3,Rural,3,0,1,Emergency Fund,Moderate,Short-term,gcash_gsave
26,10217.68,8199.81,7967.14,Self-employed,3,Rural,2,1,1,Home/Property,Moderate,Long-term,maya_personal_goals
18,3377.23,2631.33,3657.69,Student,0,Urban,4,1,1,Emergency Fund,Moderate,Short-term,gcash_gsave
35,15881.96,13063.28,13260.19,Self-employed,3,Rural,4,1,1,Retirement,Aggressive,Long-term,gcash_ginvest
27,953.56,691.22,5944.26,Unemployed,0,Rural,3,0,1,Emergency Fund,Aggressive,Short-term,gcash_gsave
28,72005.5,57744.99,43133.46,Employed,3,Urban,4,1,1,Retirement,Moderate,Long-term,gcash_ginvest
48,8684.24,7663.95,6998.3,Unemployed,3,Urban,3,0,0,Emergency Fund,Conservative,Short-term,maya_savings
45,79333.01,65403.93,334662.88,Self-employed,3,Urban,3,0,1,Emergency Fund,Moderate,Long-term,maya_time_deposit
42,13724.81,12679.97,5548.49,Freelancer,3,Urban,3,1,0,Retirement,Moderate,Long-term,bpi_time_deposit
25,18727.95,13786.98,26434.82,Self-employed,0,Rural,4,1,0,Travel,Aggressive,Medium-term,bpi_save_up
39,46389.1,34357.08,139116.28,Employed,3,Urban,1,1,0,Retirement,Moderate,Short-term,maya_time_deposit
29,2794.17,2092.1,0.0,Unemployed,1,Rural,4,0,1,Emergency Fund,Aggressive,Medium-term,gcash_gsave
37,1156.03,1132.91,985.47,Unemployed,5,Rural,5,0,0,Emergency Fund,Moderate,Short-term,gcash_gsave
22,29361.01,22925.52,85062.28,Freelancer,1,Urban,5,0,1,Emergency Fund,Moderate,Short-term,gcash_gsave
29,19924.87,14167.37,0.0,Employed,2,Rural,3,1,1,General Savings,Aggressive,Long-term,gcash_ginvest
39,22177.28,21100.05,0.0,Employed,5,Urban,4,0,1,Emergency Fund,Moderate,Short-term,gcash_gsave
25,748.06,558.99,0.0,Unemployed,1,Urban,4,0,1,General Savings,Moderate,Short-term,maya_savings
20,6636.39,5471.9,0.0,Student,2,Metro Manila,3,0,1,General Savings,Conservative,Medium-term,gcash_gsave
21,13109.03,9167.41,538.49,Student,0,Urban,5,0,1,General Savings,Moderate,Medium-term,maya_savings
22,2949.42,1843.45,585.5,Student,1,Metro Manila,3,0,1,General Savings,Conservative,Short-term,maya_savings
22,5335.91,3967.95,7317.94,Student,1,Metro Manila,5,1,1,Travel,Moderate,Short-term,gcash_gsave
25,52651.82,43266.43,0.0,Self-employed,0,Urban,4,0,1,General Savings,Aggressive,Medium-term,gcash_ginvest
26,14575.76,13125.49,37122.95,Employed,1,Urban,5,1,1,General Savings,Moderate,Medium-term,maya_personal_goals
28,1532.6,1259.14,1837.92,Unemployed,0,Rural,3,0,0,Education,Aggressive,Short-term,maya_savings
24,9277.26,8688.01,0.0,Self-employed,2,Urban,4,0,1,General Savings,Moderate,Short-term,gcash_gsave
31,27081.65,21420.8,5360.84,Freelancer,0,Rural,2,1,0,Home/Property,Conservative,Medium-term,bpi_save_up
36,69360.08,58274.84,73011.89,Employed,3,Urban,1,1,1,Emergency Fund,Moderate,Short-term,bpi_savings
26,18443.02,14242.61,41101.52,Self-employed,2,Rural,5,0,1,General Savings,Moderate,Short-term,gcash_gsave
39,23469.07,21275.08,32759.31,Employed,1,Urban,5,1,1,Business Capital,Moderate,Medium-term,maya_personal_goals
55,18031.49,13273.51,11706.8,Employed,1,Rural,4,1,0,Retirement,Conservative,Medium-term,bpi_save_up
47,21098.79,18859.09,9762.86,Freelancer,3,Urban,1,0,0,Retirement,Conservative,Long-term,bpi_time_deposit
22,1610.34,1133.66,3229.92,Student,0,Rural,5,0,1,Education,Conservative,Medium-term,gcash_gsave
23,15772.23,14101.7,8675.97,Self-employed,1,Urban,5,0,1,General Savings,Aggressive,Medium-term,maya_personal_goals
30,46654.12,40725.97,42436.18,Employed,1,Metro Manila,3,1,1,Education,Moderate,Medium-term,bpi_save_up
24,16278.83,12280.57,30561.33,Self-employed,0,Rural,4,1,1,General Savings,Moderate,Medium-term,maya_personal_goals
51,42872.23,35287.21,6597.38,Self-employed,2,Metro Manila,2,1,1,Retirement,Moderate,Long-term,bpi_time_deposit
33,25186.05,20672.84,782.2,Self-employed,1,Urban,3,1,0,Education,Conservative,Long-term,bpi_save_up
44,34321.6,30612.66,30356.98,Employed,5,Urban,4,0,1,General Savings,Moderate,Short-term,gcash_gsave
41,8953.89,6700.02,8582.84,Freelancer,4,Rural,3,0,0,Education,Moderate,Medium-term,maya_personal_goals
36,5281.38,4324.99,6405.35,Student,2,Rural,3,0,0,General Savings,Conservative,Medium-term,bpi_save_up
33,20539.98,16944.44,14294.89,Employed,1,Urban,2,1,0,Business Capital,Conservative,Long-term,bpi_time_deposit
39,12427.18,11851.37,0.0,Employed,2,Rural,4,0,1,Education,Moderate,Medium-term,maya_personal_goals
29,31369.83,23289.74,37804.7,Self-employed,1,Urban,2,1,0,Business Capital,Aggressive,Short-term,bpi_savings
25,15770.51,12779.83,12199.88,Self-employed,2,Urban,2,1,1,Travel,Moderate,Medium-term,maya_personal_goals
58,20635.73,17455.43,17220.95,Freelancer,3,Rural,3,1,0,Retirement,Moderate,Long-term,bpi_time_deposit
23,20905.91,15287.08,14620.92,Self-employed,0,Rural,4,0,0,Travel,Aggressive,Short-term,maya_savings
33,8484.1,7326.57,0.0,Self-employed,0,Rural,2,0,0,General Savings,Moderate,Short-term,gcash_gsave
18,4031.48,2926.39,10993.58,Student,0,Urban,5,0,1,Travel,Moderate,Medium-term,maya_personal_goals
37,14459.31,12418.5,14857.39,Employed,0,Urban,4,1,0,Travel,Aggressive,Short-term,maya_savings
30,59172.24,39622.95,54505.05,Employed,2,Urban,4,1,1,Education,Aggressive,Medium-term,gcash_ginvest
59,11680.54,9214.38,1274.35,Freelancer,2,Urban,3,1,0,Home/Property,Conservative,Short-term,gcash_gsave
35,27636.58,23762.24,5872.95,Employed,2,Urban,3,1,0,Education,Moderate,Medium-term,bpi_save_up
37,8533.49,6669.93,5063.39,Unemployed,2,Rural,3,0,0,Education,Moderate,Short-term,bpi_save_up
46,2611.13,2328.62,3034.88,Unemployed,5,Rural,4,0,1,Home/Property,Conservative,Medium-term,maya_savings
37,3929.11,3112.66,12418.6,Student,0,Urban,1,0,0,Retirement,Moderate,Long-term,bpi_time_deposit
25,9998.62,7610.68,42411.35,Student,3,Metro Manila,5,1,1,Emergency Fund,Conservative,Short-term,gcash_gsave
35,34781.91,32289.38,8521.93,Self-employed,2,Rural,3,0,1,Home/Property,Moderate,Long-term,bpi_save_up
19,2805.21,2055.21,0.0,Student,1,Urban,4,1,1,Education,Aggressive,Medium-term,gcash_ginvest
23,10095.15,8739.67,20819.65,Employed,1,Rural,3,0,1,General Savings,Moderate,Medium-term,maya_personal_goals
53,39413.79,30415.78,64942.07,Employed,0,Metro Manila,3,1,0,Retirement,Conservative,Long-term,bpi_time_deposit
47,3914.84,3499.94,12496.68,Unemployed,4,Urban,4,0,0,Travel,Moderate,Short-term,gcash_gsave
38,9460.0,6642.76,84880.91,Employed,3,Rural,2,0,0,Home/Property,Moderate,Medium-term,bpi_save_up
56,4359.11,3556.94,7537.77,Unemployed,0,Metro Manila,3,0,1,Emergency Fund,Moderate,Short-term,maya_personal_goals
43,109667.91,77867.39,203040.12,Self-employed,1,Urban,3,1,1,Home/Property,Moderate,Medium-term,maya_time_deposit
34,12851.5,11206.55,14723.25,Freelancer,2,Urban,4,1,1,Business Capital,Moderate,Medium-term,gcash_ginvest
26,14005.46,12525.16,3646.67,Employed,2,Rural,4,1,0,General Savings,Aggressive,Short-term,gcash_gsave
46,10322.77,7862.35,13568.16,Freelancer,3,Rural,3,1,1,Home/Property,Moderate,Medium-term,maya_personal_goals
40,48551.8,37552.19,11330.39,Employed,3,Urban,3,0,0,Business Capital,Moderate,Medium-term,maya_time_deposit
32,57634.59,53337.99,15867.68,Freelancer,2,Metro Manila,4,1,0,Home/Property,Moderate,Long-term,bpi_save_up
26,33830.16,25770.11,2419.26,Employed,2,Rural,5,0,1,Emergency Fund,Conservative,Short-term,gcash_gsave
27,10102.12,7897.06,6010.58,Self-employed,2,Urban,4,0,1,Home/Property,Moderate,Long-term,maya_personal_goals
28,24072.97,15502.66,25302.94,Employed,1,Rural,1,0,1,Business Capital,Conservative,Long-term,bpi_time_deposit
27,71680.81,66309.08,11939.58,Employed,3,Metro Manila,4,1,1,Education,Aggressive,Medium-term,gcash_ginvest
25,35481.72,29764.11,350.39,Employed,0,Urban,4,1,1,Emergency Fund,Moderate,Short-term,gcash_gsave
33,23816.98,17799.88,52016.05,Employed,1,Rural,5,0,1,Business Capital,Aggressive,Long-term,gcash_ginvest
31,16577.67,9327.93,19994.57,Freelancer,2,Urban,2,0,0,General Savings,Moderate,Medium-term,bpi_save_up
57,25117.64,19486.08,70615.01,Employed,1,Rural,2,0,0,Emergency Fund,Conservative,Short-term,maya_savings
25,64942.82,45006.51,217755.62,Employed,0,Metro Manila,3,1,1,Travel,Moderate,Short-term,gcash_gsave
57,36540.47,27526.23,21776.73,Self-employed,0,Urban,2,1,0,Education,Conservative,Short-term,bpi_savings
37,13058.26,10383.28,3577.99,Employed,3,Rural,4,1,1,Education,Conservative,Medium-term,gcash_gsave
48,30650.15,27874.57,20815.09,Employed,5,Urban,4,0,1,Emergency Fund,Conservative,Short-term,maya_savings
22,4805.31,3433.98,3464.33,Student,0,Rural,5,0,1,Emergency Fund,Aggressive,Medium-term,maya_savings
44,42052.63,37524.52,54455.74,Employed,3,Urban,3,1,1,Retirement,Moderate,Long-term,gcash_ginvest
40,25870.13,16864.86,46819.3,Employed,2,Rural,3,0,0,Emergency Fund,Aggressive,Medium-term,bpi_save_up
32,14213.41,11541.19,10238.86,Employed,1,Rural,4,1,0,Business Capital,Aggressive,Long-term,gcash_ginvest
46,77854.7,53709.7,226431.29,Self-employed,0,Urban,3,1,1,General Savings,Conservative,Medium-term,bpi_time_deposit
24,36979.89,22377.18,12759.58,Self-employed,0,Rural,5,0,1,Education,Aggressive,Short-term,gcash_ginvest
31,39948.57,28545.15,61523.31,Self-employed,1,Rural,2,0,1,Emergency Fund,Moderate,Long-term,maya_time_deposit
22,7919.82,6329.34,6613.87,Student,0,Urban,4,1,1,Business Capital,Conservative,Long-term,gcash_gsave
23,16089.36,9800.83,16127.92,Employed,0,Urban,4,0,1,Travel,Conservative,Short-term,maya_savings
23,14990.65,12212.89,12108.85,Employed,1,Urban,5,1,1,Retirement,Conservative,Long-term,bpi_time_deposit
27,25432.13,20099.45,28481.57,Employed,3,Urban,5,1,1,Emergency Fund,Moderate,Short-term,gcash_gsave
42,32321.03,30785.89,21676.68,Self-employed,5,Urban,2,1,1,Education,Conservative,Short-term,bpi_save_up
35,13478.59,9737.98,2246.45,Unemployed,3,Urban,3,0,0,General Savings,Conservative,Medium-term,maya_savings
29,49260.84,35823.34,118892.53,Employed,0,Urban,5,0,1,Travel,Aggressive,Short-term,gcash_ginvest
34,3461.51,3046.0,3289.94,Unemployed,2,Rural,3,0,0,Business Capital,Conservative,Long-term,gcash_gsave
25,13444.8,9003.52,3133.16,Employed,0,Urban,1,0,1,Business Capital,Moderate,Medium-term,maya_time_deposit
23,5643.52,4731.91,13918.23,Employed,0,Rural,3,1,1,Emergency Fund,Aggressive,Medium-term,gcash_gsave
25,31013.34,22588.91,0.0,Employed,2,Urban,5,0,1,Business Capital,Aggressive,Short-term,gcash_ginvest
28,42705.07,24184.34,30570.45,Employed,2,Urban,4,1,1,Business Capital,Moderate,Long-term,maya_time_deposit
24,12613.09,11498.94,7937.97,Employed,2,Rural,4,0,1,General Savings,Conservative,Short-term,bpi_savings
22,50147.23,37066.51,19920.77,Employed,1,Urban,5,1,1,Education,Moderate,Medium-term,maya_personal_goals
19,2240.84,1866.56,6802.84,Student,0,Urban,4,0,1,Emergency Fund,Moderate,Medium-term,maya_personal_goals
26,19128.36,16084.54,6828.78,Employed,1,Metro Manila,4,1,1,Emergency Fund,Aggressive,Short-term,gcash_gsave
24,13809.69,12171.25,7812.24,Employed,2,Urban,4,1,1,Emergency Fund,Aggressive,Long-term,gcash_ginvest
49,27099.35,24100.45,10783.83,Employed,1,Urban,4,1,0,General Savings,Conservative,Short-term,gcash_gsave
30,3427.94,3121.13,4668.03,Unemployed,3,Rural,4,0,1,Business Capital,Moderate,Long-term,maya_savings
23,15590.4,12388.31,32264.43,Employed,0,Urban,2,0,0,General Savings,Aggressive,Medium-term,bpi_save_up
34,5925.98,3901.25,15813.87,Freelancer,0,Rural,2,1,0,General Savings,Moderate,Short-term,gcash_gsave
60,36958.17,31325.18,15877.82,Self-employed,3,Rural,2,1,0,Retirement,Conservative,Long-term,bpi_time_deposit
31,11406.8,9096.0,0.0,Employed,0,Urban,3,0,0,Home/Property,Aggressive,Medium-term,maya_personal_goals
36,20924.93,16796.25,6324.97,Employed,4,Urban,4,1,1,Home/Property,Aggressive,Medium-term,maya_personal_goals
24,5830.87,4428.33,19069.3,Employed,0,Rural,3,0,1,Emergency Fund,Conservative,Short-term,maya_savings
37,24796.67,23648.46,15449.12,Self-employed,4,Rural,4,0,0,Home/Property,Conservative,Medium-term,maya_personal_goals
38,39235.19,29650.92,647.38,Employed,3,Urban,4,1,0,Emergency Fund,Moderate,Medium-term,bpi_save_up
25,71694.44,55667.08,22994.75,Employed,2,Urban,4,1,1,Emergency Fund,Moderate,Short-term,gcash_gsave
36,56456.11,46385.56,22658.61,Employed,2,Urban,3,1,0,Home/Property,Aggressive,Medium-term,bpi_save_up
33,66499.35,48211.5,187376.29,Freelancer,0,Metro Manila,3,1,1,Travel,Moderate,Medium-term,gcash_ginvest
27,20194.03,12653.0,61232.08,Self-employed,3,Rural,4,0,0,General Savings,Conservative,Long-term,gcash_gsave
30,8327.04,6878.32,0.0,Self-employed,0,Rural,2,0,0,Home/Property,Moderate,Long-term,maya_personal_goals
57,31764.51,26403.3,5665.31,Self-employed,1,Urban,3,0,1,Emergency Fund,Conservative,Short-term,gcash_gsave
39,4698.44,4338.82,0.0,Unemployed,3,Rural,4,0,0,Business Capital,Conservative,Medium-term,gcash_gsave
30,27005.09,23946.31,29623.13,Self-employed,1,Rural,2,0,1,General Savings,Moderate,Medium-term,bpi_save_up
21,3040.03,2517.04,0.0,Student,0,Urban,1,0,0,General Savings,Conservative,Long-term,gcash_gsave
50,6830.68,5925.04,3581.9,Unemployed,0,Urban,1,0,0,General Savings,Conservative,Medium-term,gcash_gsave
30,8569.71,6424.38,0.0,Freelancer,0,Rural,4,0,0,Education,Conservative,Medium-term,bpi_save_up
38,14467.71,14178.36,0.0,Employed,4,Rural,3,0,0,Business Capital,Moderate,Medium-term,maya_savings
37,13952.6,11380.67,6004.23,Employed,0,Rural,4,0,1,Business Capital,Aggressive,Medium-term,gcash_ginvest
44,36941.82,33448.81,23091.09,Freelancer,5,Metro Manila,3,1,1,Emergency Fund,Conservative,Short-term,gcash_gsave
52,1800.61,1406.19,0.0,Unemployed,0,Urban,1,0,0,Education,Moderate,Medium-term,maya_personal_goals
53,32029.77,21168.47,138498.02,Self-employed,0,Metro Manila,4,1,0,Business Capital,Conservative,Long-term,bpi_time_deposit
35,59190.35,55074.11,19350.25,Self-employed,3,Urban,5,1,1,Education,Conservative,Long-term,gcash_gsave
30,8028.27,6783.03,10242.66,Self-employed,0,Rural,1,0,0,General Savings,Conservative,Long-term,bpi_time_deposit
23,19039.53,14617.69,19719.28,Employed,0,Metro Manila,3,1,1,Emergency Fund,Conservative,Medium-term,gcash_gsave
27,17348.43,13135.05,8246.12,Self-employed,3,Rural,4,1,1,General Savings,Moderate,Medium-term,bpi_save_up
46,43558.36,35711.48,2834.01,Employed,0,Urban,5,1,1,Home/Property,Aggressive,Long-term,gcash_ginvest
43,1961.8,1551.24,15515.08,Unemployed,4,Rural,4,0,1,Business Capital,Moderate,Medium-term,maya_personal_goals
26,24050.75,18947.35,20078.06,Freelancer,1,Rural,2,1,0,General Savings,Conservative,Short-term,bpi_savings
30,47020.05,38330.58,9971.98,Employed,0,Metro Manila,4,1,1,Emergency Fund,Conservative,Medium-term,gcash_gsave
48,46413.68,40602.23,13370.66,Employed,1,Rural,3,1,0,Retirement,Aggressive,Medium-term,gcash_ginvest
23,23520.49,17448.0,5409.5,Employed,2,Metro Manila,4,0,1,Education,Conservative,Short-term,maya_personal_goals
30,21280.19,16872.6,0.0,Employed,0,Urban,4,1,1,Home/Property,Moderate,Short-term,maya_personal_goals
28,10231.98,8484.83,8930.91,Self-employed,3,Rural,3,0,1,Retirement,Conservative,Medium-term,gcash_gsave
27,20456.07,19170.96,4707.26,Self-employed,2,Rural,4,1,1,Emergency Fund,Conservative,Short-term,maya_savings
28,22773.74,19819.51,14269.72,Employed,0,Urban,5,0,1,Home/Property,Conservative,Long-term,maya_personal_goals
23,7754.45,5224.19,23478.86,Self-employed,0,Rural,4,0,1,Education,Aggressive,Long-term,gcash_gsave
28,2997.0,2462.59,0.0,Student,3,Rural,4,0,1,General Savings,Moderate,Long-term,gcash_gsave
57,15985.31,13048.19,9135.83,Employed,2,Rural,1,0,0,Retirement,Conservative,Long-term,bpi_time_deposit
31,38662.05,33630.01,717.0,Employed,1,Metro Manila,4,1,1,Travel,Conservative,Medium-term,gcash_gsave
29,6426.95,6018.03,8417.71,Freelancer,3,Rural,2,1,0,General Savings,Moderate,Medium-term,bpi_save_up
38,38893.55,34032.82,35871.55,Self-employed,1,Urban,2,1,1,General Savings,Conservative,Long-term,bpi_time_deposit
40,50516.55,49212.55,17032.25,Self-employed,5,Urban,4,1,0,Travel,Moderate,Short-term,bpi_save_up
23,14397.74,12254.66,0.0,Employed,1,Urban,4,1,1,Education,Aggressive,Short-term,maya_savings
52,21499.38,17744.61,23862.44,Unemployed,2,Urban,3,0,1,Retirement,Moderate,Long-term,gcash_ginvest
48,26482.3,25543.82,10963.82,Employed,4,Rural,4,0,0,General Savings,Moderate,Long-term,maya_personal_goals
55,9735.06,9194.2,8651.0,Self-employed,2,Urban,2,0,0,Education,Moderate,Short-term,bpi_save_up
53,22806.48,19519.67,4670.62,Employed,2,Rural,2,0,0,Emergency Fund,Moderate,Short-term,gcash_gsave
22,17699.51,14615.13,12377.46,Self-employed,0,Urban,4,1,1,Travel,Aggressive,Medium-term,maya_personal_goals
28,23468.93,15820.66,131821.93,Employed,1,Rural,4,1,1,Travel,Conservative,Short-term,maya_savings
21,9645.43,6521.95,9854.09,Self-employed,0,Rural,4,0,1,Emergency Fund,Conservative,Medium-term,gcash_gsave
26,1001.68,887.72,7653.63,Unemployed,1,Rural,5,0,1,Retirement,Moderate,Long-term,bpi_time_deposit
29,937.02,706.71,2657.75,Unemployed,1,Rural,3,0,0,Emergency Fund,Conservative,Medium-term,maya_savings
23,13883.64,10856.11,12298.06,Employed,0,Urban,4,0,1,Emergency Fund,Conservative,Short-term,gcash_gsave
30,11166.49,7678.45,10751.8,Self-employed,0,Rural,3,0,0,General Savings,Moderate,Long-term,maya_savings
26,7454.95,5070.49,22500.82,Self-employed,1,Rural,2,0,1,Travel,Aggressive,Short-term,gcash_ginvest
25,18038.65,12769.3,6123.68,Freelancer,3,Metro Manila,5,1,1,Emergency Fund,Aggressive,Short-term,maya_savings
26,26179.62,22458.53,17401.64,Self-employed,1,Rural,1,1,0,Business Capital,Moderate,Long-term,bpi_save_up
29,62701.94,50321.44,29669.08,Employed,2,Urban,4,1,1,Emergency Fund,Aggressive,Short-term,gcash_ginvest
39,45000.96,36074.2,4276.55,Freelancer,1,Urban,3,0,1,Education,Aggressive,Medium-term,maya_personal_goals
24,22986.15,17527.92,43555.01,Freelancer,0,Rural,1,0,1,Business Capital,Conservative,Medium-term,maya_time_deposit
42,62215.23,55713.66,131011.25,Self-employed,1,Urban,3,1,1,Education,Moderate,Medium-term,maya_time_deposit
31,4381.69,3484.36,9537.77,Unemployed,0,Rural,3,0,1,Business Capital,Moderate,Short-term,gcash_gsave
24,1762.99,1058.12,0.0,Unemployed,0,Urban,5,1,1,General Savings,Conservative,Long-term,maya_savings
48,47590.09,35137.01,47459.81,Self-employed,3,Metro Manila,3,0,1,Retirement,Conservative,Long-term,bpi_time_deposit
27,18027.87,15364.81,15647.81,Self-employed,1,Urban,5,1,1,Travel,Aggressive,Short-term,gcash_gsave
46,4934.6,4120.51,8526.87,Unemployed,2,Metro Manila,4,0,1,Retirement,Conservative,Long-term,bpi_time_deposit
27,19400.08,17161.28,15520.09,Employed,3,Rural,3,1,0,General Savings,Aggressive,Long-term,bpi_save_up
59,47147.96,39450.36,164857.29,Employed,0,Urban,1,1,0,Emergency Fund,Conservative,Short-term,bpi_time_deposit
24,23787.8,19439.11,13956.34,Employed,0,Urban,3,0,1,General Savings,Conservative,Medium-term,bpi_save_up
24,17786.36,10771.73,57669.9,Freelancer,0,Metro Manila,4,1,1,Business Capital,Conservative,Medium-term,maya_time_deposit
33,22745.46,13960.99,4853.75,Freelancer,0,Urban,4,1,1,Retirement,Moderate,Long-term,gcash_ginvest
24,16301.39,14830.8,22660.84,Employed,2,Rural,2,1,1,Emergency Fund,Moderate,Medium-term,bpi_save_up
42,7317.01,6835.5,4596.43,Unemployed,3,Urban,3,1,0,Emergency Fund,Conservative,Short-term,bpi_savings
34,6029.43,4237.32,8455.21,Freelancer,1,Rural,4,0,1,Education,Moderate,Medium-term,maya_personal_goals
31,950.3,818.62,0.0,Unemployed,1,Rural,4,0,1,Emergency Fund,Moderate,Short-term,maya_savings
33,32617.5,22650.7,66531.46,Employed,2,Rural,4,0,0,Education,Aggressive,Long-term,gcash_ginvest
60,18974.07,11549.98,32670.6,Self-employed,0,Rural,3,0,0,Home/Property,Moderate,Medium-term,maya_personal_goals
39,29755.84,26765.36,55007.38,Self-employed,5,Metro Manila,4,1,0,Retirement,Aggressive,Short-term,gcash_ginvest
32,20123.8,14767.75,2806.0,Self-employed,2,Urban,5,0,1,Business Capital,Moderate,Short-term,gcash_gsave
25,13718.79,11383.29,68523.71,Self-employed,0,Rural,4,0,0,Travel,Conservative,Long-term,maya_savings
32,4956.62,4296.66,0.0,Student,2,Rural,3,1,0,Emergency Fund,Moderate,Medium-term,bpi_save_up
30,10774.54,7655.59,14830.08,Employed,0,Rural,2,1,0,Emergency Fund,Moderate,Short-term,gcash_gsave
37,2983.56,2452.7,0.0,Unemployed,0,Rural,1,0,0,Home/Property,Conservative,Medium-term,gcash_gsave
65,37321.38,35125.04,0.0,Employed,2,Urban,1,1,0,Travel,Moderate,Short-term,bpi_savings
38,55470.22,51727.98,19843.48,Employed,3,Metro Manila,3,1,1,Home/Property,Conservative,Medium-term,maya_personal_goals
29,20960.21,16118.2,5098.44,Employed,2,Rural,3,0,1,Education,Aggressive,Medium-term,maya_personal_goals
31,23676.78,19967.2,65798.09,Self-employed,0,Rural,4,1,1,Business Capital,Moderate,Medium-term,gcash_ginvest
40,26848.29,22546.37,0.0,Employed,3,Urban,3,1,0,Emergency Fund,Conservative,Short-term,gcash_gsave
59,1271.01,982.95,0.0,Unemployed,0,Rural,2,0,0,Emergency Fund,Conservative,Short-term,gcash_gsave
41,175672.24,163233.49,155853.16,Self-employed,3,Urban,1,1,0,Home/Property,Aggressive,Medium-term,gcash_ginvest
37,30750.86,27273.15,36481.52,Employed,3,Urban,4,1,1,Home/Property,Moderate,Short-term,maya_personal_goals
20,2393.73,1867.66,0.0,Student,0,Rural,4,0,1,Education,Moderate,Medium-term,maya_personal_goals
38,34208.63,30094.8,8398.27,Employed,4,Rural,5,1,0,Emergency Fund,Conservative,Medium-term,bpi_save_up
22,51776.7,40581.4,91417.8,Self-employed,1,Urban,4,1,1,Emergency Fund,Moderate,Short-term,maya_savings
37,21489.13,20359.04,0.0,Self-employed,5,Urban,1,1,0,Emergency Fund,Moderate,Short-term,maya_savings
46,16838.27,13694.66,90795.06,Self-employed,5,Urban,1,1,1,Home/Property,Moderate,Medium-term,maya_personal_goals
20,1410.58,1050.49,6093.78,Student,1,Rural,3,0,1,Travel,Aggressive,Short-term,gcash_gsave
26,60991.78,42935.55,195957.98,Employed,4,Urban,3,1,0,Home/Property,Aggressive,Medium-term,bpi_time_deposit
26,8046.09,7062.19,10347.67,Freelancer,3,Rural,5,0,1,General Savings,Conservative,Medium-term,gcash_gsave
34,16184.78,11965.87,13032.33,Self-employed,2,Rural,2,0,1,Emergency Fund,Conservative,Short-term,bpi_save_up
47,1441.34,804.56,9231.97,Unemployed,0,Rural,2,0,1,Home/Property,Moderate,Long-term,maya_personal_goals
