age,monthly_income,monthly_expenses,existing_savings,employment_status,num_dependents,location_type,digital_savviness,has_bank_account,has_ewallet,savings_goal,risk_tolerance,investment_horizon,recommended_product,disposable_income,expense_ratio,savings_to_income_ratio,income_per_dependent
36,33633.23,24330.94,0.0,Employed,5,Rural,2,1,0,Home/Property,Moderate,Medium-term,bpi_save_up,9302.290000000005,0.7233981571749969,0.0,5605.538333333334
31,11191.41,7785.37,9248.03,Employed,3,Urban,2,1,0,General Savings,Conservative,Short-term,bpi_savings,3406.04,0.6955937103805168,0.8262769144446996,2797.8525
28,11491.45,9681.74,14494.01,Employed,2,Rural,4,1,1,Emergency Fund,Moderate,Short-term,maya_savings,1809.710000000001,0.842443517265683,1.2611766855631306,3830.4833333333336
26,36422.57,26456.87,75801.55,Employed,1,Metro Manila,5,1,1,Emergency Fund,Conservative,Medium-term,maya_time_deposit,9965.7,0.7263667454892532,2.08111258726149,18211.285
32,25596.39,22160.74,15882.32,Employed,0,Urban,2,0,0,Business Capital,Conservative,Long-term,bpi_save_up,3435.649999999998,0.8657421713698156,0.620466383486754,25596.39
37,30860.31,25529.29,20633.66,Self-employed,2,Rural,4,0,0,General Savings,Moderate,Long-term,gcash_ginvest,5331.02,0.8272263879919549,0.6685931348993286,10286.77
25,25626.26,17706.5,0.0,Employed,2,Urban,3,1,0,Emergency Fund,Aggressive,Short-term,bpi_savings,7919.759999999998,0.6909244296893231,0.0,8542.086666666666
53,49404.96,44179.0,20453.92,Employed,1,Rural,1,0,0,Retirement,Conservative,Medium-term,bpi_save_up,5225.959999999999,0.8942038571864609,0.41399701574465914,24702.48
48,22355.7,16980.34,23824.99,Employed,1,Rural,4,1,0,Retirement,Aggressive,Long-term,gcash_ginvest,5375.360000000001,0.7595190703458023,1.0656756140217474,11177.85
27,8291.55,7874.8,10581.61,Self-employed,3,Rural,4,1,1,Business Capital,Conservative,Long-term,gcash_gsave,416.7499999999991,0.9496234571995347,1.2760381306112114,2072.8875
22,2262.23,1873.98,1557.18,Student,1,Urban,2,0,1,Travel,Moderate,Short-term,gcash_gsave,388.25,0.8280112935936692,0.6880343579751064,1131.115
29,40495.08,28299.06,120271.8,Self-employed,2,Urban,5,1,0,Emergency Fund,Aggressive,Medium-term,gcash_ginvest,12196.02,0.6988098601148556,2.969961537017904,13498.36
18,10688.28,8979.31,7701.94,Freelancer,0,Rural,4,0,0,Travel,Moderate,Short-term,gcash_gsave,1708.9700000000012,0.8400294500658603,0.720529352772123,10688.28
56,45302.65,34952.41,65880.72,Employed,0,Urban,3,0,0,Retirement,Conservative,Long-term,bpi_time_deposit,10350.239999999998,0.7715142157419987,1.4542033588905088,45302.65
23,17833.52,13375.34,4202.14,Employed,0,Rural,4,1,1,Education,Conservative,Medium-term,maya_personal_goals,4458.18,0.7499691609305997,0.23561834016278543,17833.52
42,13021.81,10520.08,1335.6,Employed,3,Urban,2,1,1,Emergency Fund,Conservative,Short-term,maya_savings,2501.7299999999996,0.8078195105357446,0.10255851079759283,3255.4525
50,1855.82,1428.44,4736.39,Unemployed,0,Urban,2,0,1,Retirement,Conservative,Medium-term,maya_savings,427.3799999999999,0.769293738757661,2.550807294191144,1855.82
21,1020.96,837.88,14156.37,Unemployed,1,Urban,3,0,0,Home/Property,Moderate,Long-term,maya_personal_goals,183.08000000000004,0.8198755332889741,13.852176210419195,510.48
36,22615.47,20363.92,0.0,Self-employed,5,Metro Manila,3,1,1,General Savings,Moderate,Long-term,gcash_gsave,2251.550000000003,0.9004022289950641,0.0,3769.2450000000003
34,2357.59,2148.4,16781.49,Unemployed,1,Urban,4,0,1,Home/Property,Aggressive,Medium-term,maya_personal_goals,209.19000000000005,0.9108831971644076,7.115051789416558,1178.795
34,33207.15,28302.92,27863.19,Self-employed,1,Rural,1,0,1,Home/Property,Conservative,Medium-term,bpi_save_up,4904.230000000003,0.8522883689696655,0.8390467400321908,16603.575
31,34138.81,31050.76,31870.04,Employed,2,Rural,3,1,0,Business Capital,Moderate,Medium-term,bpi_save_up,3088.0499999999993,0.9095176569523966,0.9335154472154357,11379.603333333333
24,1827.47,1621.66,7938.71,Unemployed,2,Urban,4,0,1,Education,Moderate,Medium-term,maya_personal_goals,205.80999999999995,0.886894507429709,4.3417228611899565,609.1566666666666
40,21497.09,21067.15,5797.52,Employed,4,Rural,3,0,0,Education,Moderate,Short-term,maya_personal_goals,429.9399999999987,0.9799544982833359,0.26967605029097935,4299.418
54,20171.17,12534.78,86769.9,Freelancer,0,Urban,3,1,1,Emergency Fund,Conservative,Short-term,gcash_gsave,7636.389999999998,0.6213897661976873,4.301465831390475,20171.17
21,11077.19,9159.24,24665.69,Freelancer,0,Rural,5,1,0,Emergency Fund,Moderate,Long-term,gcash_gsave,1917.9500000000007,0.8267812702255513,2.2265090235859826,11077.19
21,2904.73,1850.32,15092.68,Student,1,Rural,5,0,1,Emergency Fund,Aggressive,Medium-term,maya_savings,1054.41,0.6367831835717702,5.194109569712258,1452.365
23,20312.13,16007.53,3112.65,Self-employed,0,Rural,5,0,1,Business Capital,Conservative,Long-term,gcash_gsave,4304.6,0.788038574065149,0.15323340125327806,20312.13
26,52173.12,45996.98,31384.71,Employed,0,Metro Manila,5,1,1,Emergency Fund,Moderate,Short-term,gcash_gsave,6176.139999999999,0.881605286299031,0.6015378888997073,52173.12
39,11307.78,10246.75,2535.01,Employed,3,Urban,4,0,0,Emergency Fund,Aggressive,Short-term,maya_savings,1061.0300000000007,0.9060880130305833,0.22416299547784996,2826.945
31,32429.73,22557.29,27784.17,Employed,2,Metro Manila,2,1,1,Retirement,Aggressive,Medium-term,gcash_ginvest,9872.439999999999,0.6955529524003932,0.856723545846794,10809.91
18,5244.24,4332.03,0.0,Student,0,Rural,4,0,0,Emergency Fund,Conservative,Short-term,maya_savings,912.21,0.8258973850576904,0.0,5244.24
57,2789.19,2355.84,0.0,Unemployed,3,Urban,3,0,0,Emergency Fund,Moderate,Medium-term,maya_savings,433.3499999999999,0.8443295976259682,0.0,697.2975
26,29713.32,24390.35,34862.7,Freelancer,0,Rural,4,0,1,Education,Moderate,Short-term,maya_personal_goals,5322.970000000001,0.8208281394290698,1.173262588543167,29713.32
32,23593.24,17903.95,39518.29,Employed,2,Urban,3,1,1,Business Capital,Moderate,Medium-term,bpi_save_up,5689.290000000001,0.7588271544241306,1.6749126057885313,7864.413333333334
40,26602.89,24440.21,2544.03,Employed,3,Rural,3,0,0,Emergency Fund,Conservative,Long-term,maya_savings,2162.6800000000003,0.91867054028565,0.09562624112488814,6650.7225
25,11121.81,10009.93,5150.18,Freelancer,1,Urban,5,0,1,Emergency Fund,Moderate,Medium-term,gcash_gsave,1111.8799999999992,0.8999461467021374,0.46302867710587525,5560.905
59,19046.5,16844.42,2858.99,Employed,2,Urban,2,0,1,General Savings,Conservative,Long-term,gcash_gsave,2202.0800000000017,0.8843375771098568,0.15009791311195694,6348.833333333333
48,55334.91,54228.21,7749.71,Employed,4,Urban,3,1,1,Education,Conservative,Short-term,maya_personal_goals,1106.7000000000044,0.9799822574527101,0.14004847846543048,11066.982
21,5983.36,5571.71,5867.47,Student,2,Urban,4,0,1,Education,Aggressive,Short-term,gcash_gsave,411.64999999999964,0.9310452579724482,0.9804674184039731,1994.4533333333331
25,5573.16,3857.89,6931.04,Student,1,Urban,3,0,1,Emergency Fund,Conservative,Short-term,gcash_gsave,1715.27,0.6921024871908952,1.2434232243064427,2786.58
30,10149.57,8568.22,9325.21,Employed,2,Rural,4,0,1,General Savings,Moderate,Short-term,maya_savings,1581.3500000000004,0.8441122025659642,0.9186883101146044,3383.19
58,42930.04,37267.13,12946.11,Employed,2,Metro Manila,3,1,1,Home/Property,Aggressive,Medium-term,bpi_save_up,5662.9100000000035,0.8680695832199732,0.3015559371494378,14310.013333333334
23,36094.07,31940.85,18412.6,Employed,0,Urban,4,1,1,Emergency Fund,Aggressive,Short-term,maya_savings,4153.220000000001,0.8849089363173419,0.5101139850954715,36094.07
32,44818.77,42904.84,7107.79,Employed,3,Rural,4,1,1,Business Capital,Moderate,Medium-term,maya_time_deposit,1913.9300000000003,0.9572748811517774,0.15858604361423542,11204.6925
30,29874.17,22794.82,8137.01,Employed,0,Metro Manila,3,1,0,Home/Property,Moderate,Short-term,bpi_save_up,7079.3499999999985,0.7630021854268947,0.27236698569414003,29874.17
37,6711.46,5500.36,0.0,Self-employed,2,Rural,4,0,1,General Savings,Aggressive,Medium-term,maya_savings,1211.1000000000004,0.8194253671530258,0.0,2237.153333333333
24,20799.73,16868.07,36726.44,Self-employed,0,Rural,2,1,1,General Savings,Conservative,Medium-term,bpi_save_up,3931.66,0.8109364430959874,1.7656322638676625,20799.73
56,36586.82,31204.8,4899.11,Employed,0,Metro Manila,3,1,0,Retirement,Moderate,Short-term,bpi_savings,5382.02,0.8528739892128036,0.13390002465301293,36586.82
30,44066.79,37585.86,6546.22,Employed,3,Urban,3,0,0,Home/Property,Conservative,Long-term,bpi_save_up,6480.93,0.8529100279365042,0.14854886074386758,11016.6975
23,18228.95,14616.65,5199.98,Freelancer,0,Urban,5,0,1,Emergency Fund,Moderate,Short-term,gcash_gsave,3612.300000000001,0.8017932029435078,0.2852437883812078,18228.95
31,1109.79,871.0,0.0,Unemployed,1,Rural,4,0,0,Emergency Fund,Moderate,Medium-term,gcash_gsave,238.78999999999996,0.7841266125910389,0.0,554.895
51,27025.7,21495.63,19581.05,Employed,3,Rural,3,0,0,Retirement,Conservative,Long-term,bpi_time_deposit,5530.07,0.7953479337099979,0.7245076165421601,6756.425
38,46886.38,36697.61,12715.7,Employed,2,Rural,4,1,1,Emergency Fund,Aggressive,Short-term,gcash_gsave,10188.769999999997,0.7826756368131468,0.27119664182558295,15628.793333333333
24,12181.79,8956.47,73979.43,Employed,0,Rural,5,1,1,Business Capital,Conservative,Medium-term,gcash_gsave,3225.3200000000015,0.7351739626144749,6.072453846778939,12181.79
27,20862.34,15687.44,16556.14,Employed,0,Metro Manila,4,0,0,Business Capital,Conservative,Short-term,maya_savings,5174.9,0.7519141230502883,0.7935517515412202,20862.34
48,8095.72,6236.37,0.0,Freelancer,2,Rural,3,0,0,Emergency Fund,Moderate,Short-term,gcash_gsave,1859.3500000000004,0.7702341194953017,0.0,2698.5733333333333
42,12493.51,8887.61,89972.8,Self-employed,1,Rural,1,1,0,Education,Conservative,Long-term,bpi_time_deposit,3605.8999999999996,0.7113212122764319,7.200986673346934,6246.755
25,18160.65,16661.2,0.0,Self-employed,2,Urban,5,1,1,Travel,Moderate,Long-term,gcash_gsave,1499.4500000000007,0.9173836077669154,0.0,6053.55
31,24533.75,20924.62,13733.49,Freelancer,1,Rural,4,0,0,Retirement,Conservative,Long-term,gcash_gsave,3609.130000000001,0.8528564586963389,0.5597566716595849,12266.875
22,642.48,462.49,0.0,Unemployed,0,Rural,5,0,0,General Savings,Conservative,Medium-term,maya_savings,179.99,0.7187325169391434,0.0,642.48
25,59803.37,40395.41,277676.88,Employed,1,Urban,5,1,1,Travel,Aggressive,Medium-term,gcash_ginvest,19407.96,0.6754591679504358,4.643086784460734,29901.685
23,9864.43,6692.17,48451.44,Employed,0,Urban,3,1,0,Travel,Conservative,Short-term,gcash_gsave,3172.26,0.6783454953306648,4.9112344824300616,9864.43
20,61759.89,55951.18,14093.76,Employed,2,Urban,3,1,0,Home/Property,Moderate,Medium-term,bpi_save_up,5808.709999999999,0.9059322169742049,0.22819878405249666,20586.63
52,23382.12,18104.93,0.0,Unemployed,0,Metro Manila,4,0,1,Emergency Fund,Aggressive,Short-term,gcash_gsave,5277.189999999999,0.7742734930154744,0.0,23382.12
27,16325.85,13168.63,7067.79,Freelancer,3,Rural,2,0,1,Emergency Fund,Aggressive,Short-term,gcash_gsave,3157.220000000001,0.8065628091150466,0.43289366901759985,4081.4625
32,15355.92,14222.23,18316.44,Employed,2,Metro Manila,3,1,1,Emergency Fund,Aggressive,Medium-term,gcash_gsave,1133.6900000000005,0.9261121370691519,1.1927157268514779,5118.64
24,12766.27,7688.86,11302.09,Employed,0,Rural,1,1,0,General Savings,Moderate,Short-term,maya_savings,5077.410000000001,0.6022321138348292,0.885239365972522,12766.27
35,29462.84,24586.45,113560.45,Employed,2,Urban,3,1,0,Education,Moderate,Short-term,bpi_save_up,4876.389999999999,0.8344618352529745,3.854231152490646,9820.946666666667
23,12955.62,12193.69,9768.96,Employed,2,Metro Manila,3,0,1,Business Capital,Aggressive,Short-term,gcash_gsave,761.9300000000003,0.9411165875050747,0.7539744161671793,4318.54
25,20227.99,12298.29,5075.53,Self-employed,1,Rural,5,0,1,Emergency Fund,Aggressive,Long-term,gcash_ginvest,7929.700000000001,0.6079537337257075,0.2509037772029152,10113.995
23,8694.56,6549.78,23186.96,Employed,0,Rural,4,0,1,Travel,Conservative,Long-term,gcash_gsave,2144.7799999999997,0.7532326842664533,2.666528665203851,8694.56
21,13464.52,10480.08,3338.73,Employed,2,Urban,3,0,1,Emergency Fund,Aggressive,Long-term,maya_savings,2984.4400000000005,0.7782900326166386,0.24794660733488197,4488.173333333333
23,13628.46,12058.37,1830.53,Freelancer,1,Urban,4,0,1,Business Capital,Conservative,Long-term,maya_savings,1570.0899999999983,0.8847283751520605,0.13430686175387727,6814.23
44,34132.77,32155.9,1488.35,Employed,3,Metro Manila,2,1,1,Education,Conservative,Long-term,bpi_savings,1976.8699999999953,0.9420553311280883,0.043603446088726794,8533.1925
20,10882.45,7592.04,9208.12,Student,2,Urban,5,0,1,Travel,Moderate,Short-term,gcash_gsave,3290.4100000000008,0.697576595656708,0.8460662749403912,3627.4833333333336
32,21037.97,17749.15,17870.56,Employed,2,Urban,4,1,0,Business Capital,Moderate,Medium-term,bpi_save_up,3288.8199999999997,0.8436320789468306,0.8494027987111537,7012.656666666667
36,37260.56,29837.32,29473.66,Freelancer,1,Urban,1,1,1,Emergency Fund,Conservative,Short-term,bpi_savings,7423.239999999998,0.800753376938593,0.7909937211431836,18630.28
44,23750.19,15422.87,54885.82,Self-employed,2,Rural,2,0,1,Retirement,Conservative,Long-term,bpi_time_deposit,8327.319999999998,0.6493514640740107,2.310866108182369,7916.73
44,5688.73,4345.87,9434.7,Unemployed,2,Urban,4,0,0,Retirement,Moderate,Long-term,bpi_time_deposit,1342.8599999999997,0.7638095305049625,1.6581981921813516,1896.243333333333
44,28964.95,26834.96,51897.84,Self-employed,2,Rural,2,0,0,Retirement,Conservative,Long-term,bpi_time_deposit,2129.9900000000016,0.9264312062956678,1.7916843742394086,9654.983333333334
24,3187.84,2620.95,5570.87,Unemployed,1,Rural,5,0,1,Home/Property,Moderate,Medium-term,maya_personal_goals,566.8900000000003,0.8219132976254687,1.746989500884334,1593.92
45,5717.61,5297.86,0.0,Unemployed,3,Urban,4,0,1,Retirement,Moderate,Medium-term,gcash_gsave,419.75,0.9264244283138735,0.0,1429.4025
32,19313.17,14019.84,14370.94,Self-employed,0,Rural,4,0,1,Education,Moderate,Medium-term,maya_personal_goals,5293.329999999998,0.7258836387999071,0.7440620021466106,19313.17
27,3458.05,3111.92,5128.72,Unemployed,3,Urban,2,0,1,General Savings,Conservative,Short-term,gcash_gsave,346.1300000000001,0.8996458565212991,1.482696115985603,864.5125
34,17496.22,13280.05,3018.97,Employed,1,Rural,3,0,1,Travel,Conservative,Short-term,gcash_gsave,4216.170000000002,0.7589805694847523,0.17253998063692402,8748.11
18,2440.43,2188.4,0.0,Student,2,Urban,3,1,0,Education,Aggressive,Medium-term,bpi_save_up,252.02999999999975,0.8963599202106963,0.0,813.4766666666666
28,33950.85,31180.01,27100.14,Employed,4,Metro Manila,3,1,1,Business Capital,Aggressive,Long-term,bpi_time_deposit,2770.84,0.9183596770131819,0.7981933237805893,6790.17
47,27350.09,26592.08,1618.43,Self-employed,5,Rural,5,1,1,Retirement,Moderate,Long-term,gcash_ginvest,758.0099999999984,0.9722493692207514,0.059172413238375514,4558.348333333333
57,22912.22,19944.95,58906.78,Freelancer,3,Rural,1,0,0,General Savings,Conservative,Short-term,maya_savings,2967.2700000000004,0.8704560074926178,2.570864330722613,5728.055
55,3118.9,2434.98,8940.15,Unemployed,0,Rural,2,0,0,General Savings,Moderate,Medium-term,maya_personal_goals,683.9200000000001,0.7804673226705984,2.865524536042822,3118.9
23,11681.91,7998.99,27039.58,Employed,0,Rural,5,1,1,Travel,Moderate,Medium-term,maya_personal_goals,3682.92,0.6846744518274984,2.3144559018258297,11681.91
45,47621.31,37422.76,129401.97,Employed,1,Metro Manila,2,1,1,General Savings,Moderate,Medium-term,maya_time_deposit,10198.549999999996,0.7858241231893204,2.7172552108455053,23810.655
28,20850.18,14304.9,25716.56,Employed,1,Urban,4,1,1,Education,Moderate,Short-term,maya_personal_goals,6545.280000000001,0.6860475042659456,1.2333383530332576,10425.09
27,30132.65,20564.51,38433.52,Self-employed,2,Urban,5,0,1,Emergency Fund,Conservative,Short-term,maya_savings,9568.140000000003,0.6824433814025184,1.275435269209007,10044.216666666667
39,21823.64,18279.31,47866.88,Employed,0,Rural,3,0,0,Home/Property,Aggressive,Medium-term,bpi_save_up,3544.329999999998,0.8375537924107799,2.193249464825078,21823.64
22,1819.76,1457.05,1281.61,Unemployed,2,Rural,4,0,1,Business Capital,Aggressive,Medium-term,gcash_ginvest,362.71000000000004,0.8002427557723149,0.7038873876842636,606.5866666666667
47,63501.26,54105.33,85601.93,Employed,5,Urban,1,1,1,Emergency Fund,Conservative,Short-term,bpi_savings,9395.93,0.852022117008119,1.3480139132056086,10583.543333333333
53,27003.83,23368.08,61773.55,Employed,1,Urban,3,0,0,General Savings,Aggressive,Medium-term,bpi_save_up,3635.75,0.8653296465854442,2.2875000509168175,13501.915
26,3626.57,2973.56,7241.65,Unemployed,2,Rural,3,0,1,Emergency Fund,Aggressive,Short-term,gcash_gsave,653.0100000000002,0.8197112667708686,1.996281257150103,1208.8566666666668
50,34676.84,30773.95,8319.98,Self-employed,1,Urban,3,0,0,Retirement,Aggressive,Long-term,bpi_time_deposit,3902.889999999996,0.8874240725489247,0.23992209434036263,17338.42
28,51510.75,40298.3,115604.12,Employed,3,Rural,4,0,1,Home/Property,Aggressive,Medium-term,gcash_ginvest,11212.449999999997,0.7823127732992958,2.2442281615359603,12877.6875
23,9927.17,7642.17,18740.01,Self-employed,0,Rural,3,0,1,Retirement,Conservative,Long-term,maya_savings,2285.0,0.76974608613672,1.8875593387300982,9927.17
49,37160.57,31153.48,0.0,Employed,2,Rural,3,1,0,Education,Conservative,Medium-term,bpi_save_up,6007.09,0.8383251837852922,0.0,12386.856666666667
31,3340.78,2281.88,8421.09,Unemployed,1,Urban,2,0,1,Emergency Fund,Conservative,Medium-term,gcash_gsave,1058.9,0.6828336994057059,2.5199414683192787,1670.39
39,22727.15,19745.36,16798.43,Employed,2,Metro Manila,5,1,1,Business Capital,Conservative,Long-term,bpi_time_deposit,2981.790000000001,0.868762305774997,0.739102390647721,7575.716666666667
32,21196.61,19022.06,27231.48,Employed,4,Urban,4,1,0,Home/Property,Conservative,Medium-term,bpi_save_up,2174.5499999999993,0.8973681466920091,1.2846485995355137,4239.322
54,79863.32,63722.83,26808.12,Self-employed,0,Metro Manila,3,0,1,Emergency Fund,Conservative,Medium-term,gcash_gsave,16140.490000000005,0.7978885940555182,0.3356707976728531,79863.32
32,15102.29,12711.51,4759.33,Employed,0,Rural,3,1,0,Emergency Fund,Conservative,Long-term,gcash_gsave,2390.7800000000007,0.8416384774443184,0.31511875889292995,15102.29
26,7389.43,6903.65,0.0,Freelancer,3,Metro Manila,5,1,1,Emergency Fund,Conservative,Short-term,gcash_gsave,485.78000000000065,0.9341337378203973,0.0,1847.3575
46,3071.85,2370.49,0.0,Unemployed,4,Rural,3,0,0,Retirement,Conservative,Medium-term,gcash_gsave,701.3600000000001,0.77143043103308,0.0,614.37
52,1928.08,1344.25,13375.62,Unemployed,3,Urban,2,0,0,General Savings,Conservative,Medium-term,bpi_savings,583.8299999999999,0.6968347606112759,6.933678230037117,482.02
34,29373.56,23775.73,107946.42,Employed,2,Urban,5,1,0,Business Capital,Conservative,Long-term,bpi_time_deposit,5597.830000000002,0.8093986769503951,3.6748267888948805,9791.186666666666
37,98818.6,87471.36,12941.77,Employed,3,Metro Manila,4,1,1,General Savings,Aggressive,Long-term,gcash_ginvest,11347.240000000005,0.8851620528721023,0.1309635942667244,24704.65
51,38566.91,31819.51,9444.81,Employed,2,Rural,1,0,0,Travel,Aggressive,Medium-term,maya_personal_goals,6747.400000000005,0.8250255199205764,0.24488778365226424,12855.636666666667
23,33863.73,21915.94,0.0,Self-employed,0,Rural,2,0,0,Home/Property,Moderate,Short-term,gcash_gsave,11947.790000000005,0.6471612205383004,0.0,33863.73
41,21235.16,19882.25,0.0,Self-employed,3,Urban,5,1,1,Retirement,Moderate,Long-term,gcash_ginvest,1352.9099999999999,0.9362450650211714,0.0,5308.79
25,14926.59,11431.98,20840.3,Self-employed,0,Rural,3,0,1,Retirement,Aggressive,Short-term,gcash_gsave,3494.6100000000006,0.765828911431785,1.3960927383455735,14926.59
31,1431.0,1174.96,4922.98,Unemployed,1,Urban,4,1,1,General Savings,Moderate,Long-term,maya_savings,256.03999999999996,0.8205027932960894,3.437835195530726,715.5
59,23440.98,18741.2,2239.27,Employed,4,Urban,1,1,0,Education,Moderate,Long-term,bpi_save_up,4699.779999999999,0.7994717169795384,0.09552392758632164,4688.196
31,17300.64,11095.63,3284.55,Employed,1,Urban,4,1,0,Education,Aggressive,Long-term,bpi_save_up,6205.01,0.6413051017129012,0.18984038507332254,8650.32
37,23673.37,19513.05,0.0,Employed,5,Metro Manila,3,1,0,Business Capital,Conservative,Medium-term,bpi_savings,4160.32,0.8242267904066719,0.0,3945.5616666666665
26,37118.74,27067.78,41482.13,Employed,1,Rural,2,1,0,Travel,Conservative,Short-term,bpi_save_up,10050.96,0.7292017670382389,1.1175221054888853,18559.37
52,13526.87,11070.54,17714.53,Employed,1,Urban,3,0,1,Retirement,Moderate,Long-term,bpi_time_deposit,2456.33,0.8183505607312903,1.3094840503346055,6763.435
46,112514.73,97770.41,37741.93,Self-employed,3,Metro Manila,4,1,1,Business Capital,Conservative,Medium-term,maya_personal_goals,14744.319999999992,0.8689488127571141,0.33543692068655645,28128.6825
35,66658.31,57092.99,4289.6,Employed,4,Urban,4,1,1,General Savings,Conservative,Medium-term,maya_savings,9565.32,0.8564893636012734,0.06435110114401126,13331.662
39,31294.88,27726.58,30447.58,Employed,3,Rural,1,0,0,Education,Aggressive,Long-term,gcash_ginvest,3568.2999999999993,0.8859498438772132,0.9728941956577032,7823.72
54,4410.41,4076.25,14535.43,Student,3,Urban,2,1,0,Travel,Moderate,Medium-term,maya_personal_goals,334.15999999999985,0.9240242915530409,3.2949623816421507,1102.6025
21,4063.6,3391.32,1184.97,Freelancer,0,Rural,3,0,0,Emergency Fund,Conservative,Medium-term,gcash_gsave,672.2799999999997,0.8343551640997885,0.2915342223096984,4063.6
20,3724.88,3207.19,6464.31,Student,2,Metro Manila,5,0,1,Emergency Fund,Aggressive,Medium-term,gcash_gsave,517.69,0.8607872502603412,1.734975361525331,1241.6266666666668
39,48867.4,41265.48,0.0,Employed,1,Urban,4,1,1,Business Capital,Aggressive,Long-term,gcash_ginvest,7601.919999999998,0.8444205253292517,0.0,24433.7
30,16535.42,15092.45,3846.12,Self-employed,3,Rural,4,1,0,Home/Property,Conservative,Long-term,bpi_save_up,1442.9699999999975,0.9126794070300587,0.23258480372414345,4133.855
27,4154.37,3441.79,9919.56,Student,1,Metro Manila,5,1,1,General Savings,Conservative,Medium-term,gcash_gsave,712.5799999999999,0.8282752197758563,2.3871664857762367,2077.185
46,46607.82,38402.67,22661.52,Employed,4,Rural,3,0,1,General Savings,Moderate,Long-term,gcash_ginvest,8205.150000000001,0.8239356842760662,0.4862066879187244,9321.564
29,81250.72,72260.45,41359.88,Employed,2,Metro Manila,4,1,1,Retirement,Conservative,Long-term,bpi_time_deposit,8990.270000000004,0.8893405579598807,0.5090339010669558,27083.573333333334
19,2343.82,1822.41,4602.61,Student,0,Rural,1,0,1,General Savings,Moderate,Long-term,gcash_gsave,521.4100000000001,0.7772067791984033,1.9628841446251735,2343.82
47,36574.84,35551.32,9734.8,Self-employed,5,Urban,3,0,1,General Savings,Conservative,Short-term,bpi_save_up,1023.5199999999968,0.9719891600575682,0.2661538326939313,6095.806666666666
24,6172.44,4474.53,0.0,Employed,0,Rural,4,0,1,Emergency Fund,Aggressive,Short-term,gcash_gsave,1697.9099999999999,0.724803351130002,0.0,6172.44
42,29059.83,23385.99,28225.63,Employed,1,Urban,3,0,0,Home/Property,Conservative,Long-term,bpi_save_up,5673.84,0.8047254672354506,0.971260284031805,14529.915
21,6324.65,4979.94,7404.06,Student,1,Metro Manila,4,0,1,Education,Conservative,Medium-term,gcash_gsave,1344.71,0.7872613881577387,1.170482084845036,3162.325
45,6136.66,5098.4,1255.67,Unemployed,1,Urban,2,1,0,Education,Moderate,Medium-term,bpi_save_up,1038.2600000000002,0.8306748826099849,0.20458448333729795,3068.33
33,27153.72,23136.23,4187.39,Employed,1,Metro Manila,3,1,1,Emergency Fund,Conservative,Long-term,maya_savings,4017.4900000000016,0.852015045634792,0.15420486751474513,13576.86
62,28771.51,23588.08,2349.73,Employed,2,Urban,1,0,0,Retirement,Conservative,Medium-term,gcash_gsave,5183.429999999997,0.8198130785253008,0.081665798361005,9590.503333333332
51,30785.78,23034.05,10595.33,Employed,3,Urban,3,1,0,Retirement,Conservative,Long-term,bpi_time_deposit,7751.73,0.7481799005936964,0.3441519379421947,7696.445
32,16312.98,12235.05,0.0,Employed,0,Rural,4,0,0,Emergency Fund,Moderate,Long-term,gcash_gsave,4077.9300000000003,0.7499733357525263,0.0,16312.98
54,32436.47,21852.82,63493.84,Employed,2,Rural,3,1,0,Home/Property,Conservative,Short-term,bpi_save_up,10583.650000000001,0.6736906423343128,1.9574226966529755,10812.156666666668
58,8412.74,7511.55,4672.1,Employed,2,Rural,2,0,0,Home/Property,Conservative,Long-term,gcash_gsave,901.1899999999996,0.8927718232319991,0.5552940784954136,2804.2466666666664
36,23485.5,23015.67,16033.38,Employed,4,Rural,3,0,0,Education,Moderate,Medium-term,bpi_save_up,469.83000000000175,0.9799531645839098,0.6826636578459966,4697.1
30,32758.87,29788.62,17994.22,Employed,3,Urban,4,1,0,Business Capital,Conservative,Medium-term,bpi_save_up,2970.25,0.9093021431403726,0.5492762944419499,8189.7175
24,1463.54,1181.37,7112.85,Unemployed,1,Urban,5,0,1,General Savings,Aggressive,Medium-term,gcash_ginvest,282.1700000000001,0.8066491867753697,4.856712687942972,731.77
25,21639.48,18886.37,6919.58,Employed,2,Urban,4,1,1,General Savings,Aggressive,Medium-term,maya_personal_goals,2753.1100000000006,0.8727334144159464,0.3197516875780944,7213.16
24,10478.46,8040.4,0.0,Employed,0,Rural,4,1,1,Emergency Fund,Aggressive,Long-term,gcash_gsave,2438.0599999999995,0.7672532745007854,0.0,10478.46
26,21642.54,16960.08,0.0,Employed,0,Urban,3,0,0,Business Capital,Moderate,Short-term,bpi_save_up,4682.459999999999,0.7836093356262424,0.0,21642.54
35,5485.76,4808.01,5902.14,Unemployed,3,Metro Manila,4,0,1,Business Capital,Moderate,Long-term,maya_personal_goals,677.75,0.8762931128753582,1.0757058810664217,1371.44
42,21069.28,19637.04,16910.82,Freelancer,5,Rural,3,1,0,Retirement,Moderate,Long-term,bpi_save_up,1432.239999999998,0.9319781227397074,0.802591137849141,3511.5466666666666
32,6238.46,4661.5,13778.31,Freelancer,2,Urban,5,0,1,Business Capital,Conservative,Medium-term,maya_personal_goals,1576.96,0.7470999092870216,2.208253598869133,2079.4866666666667
